_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
1164,2015,April,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,514265,14940423
1165,2015,April,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,786,14195
1166,2015,April,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,23599,442238
1167,2015,April,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,12,229
1168,2015,April,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,140998,5197743
1169,2015,April,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,1569,1842848
1170,2015,April,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,8482,227083
1171,2015,April,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,92,85227
1172,2015,April,VIC,Cardiovascular System,Normal Arrangements PBS,1114265,17907208
1173,2015,April,VIC,Cardiovascular System,Special Arrangements PBS,166,445399
1174,2015,April,VIC,Cardiovascular System,Normal Arrangements RPBS,43901,588193
1175,2015,April,VIC,Cardiovascular System,Special Arrangements RPBS,8,10400
1176,2015,April,VIC,Dermatologicals,Normal Arrangements PBS,52233,1055457
1177,2015,April,VIC,Dermatologicals,Normal Arrangements RPBS,2257,45329
1178,2015,April,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,51558,2110961
1179,2015,April,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1907,86154
1180,2015,April,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,52541,883059
1181,2015,April,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,308,648098
1182,2015,April,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2046,27525
1183,2015,April,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,7,11820
1184,2015,April,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,211566,3556966
1185,2015,April,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,2225,2435967
1186,2015,April,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,6999,81693
1187,2015,April,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,378
1188,2015,April,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,48751,37343906
1189,2015,April,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,4160,6612660
1190,2015,April,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,898,599501
1191,2015,April,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,33,75809
1192,2015,April,VIC,Musculo-Skeletal System,Normal Arrangements PBS,121617,3785506
1193,2015,April,VIC,Musculo-Skeletal System,Special Arrangements PBS,780,345893
1194,2015,April,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,4703,151104
1195,2015,April,VIC,Musculo-Skeletal System,Special Arrangements RPBS,23,10631
1196,2015,April,VIC,Nervous System,Normal Arrangements PBS,789271,20338491
1197,2015,April,VIC,Nervous System,Special Arrangements PBS,2457,315163
1198,2015,April,VIC,Nervous System,Normal Arrangements RPBS,31935,571290
1199,2015,April,VIC,Nervous System,Special Arrangements RPBS,10,5128
1200,2015,April,VIC,Anti-Parasitic Products,Normal Arrangements PBS,1084,18680
1201,2015,April,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,24,629
1202,2015,April,VIC,Respiratory System,Normal Arrangements PBS,167304,7494418
1203,2015,April,VIC,Respiratory System,Special Arrangements PBS,96,209945
1204,2015,April,VIC,Respiratory System,Normal Arrangements RPBS,6495,290959
1205,2015,April,VIC,Sensory Organs,Normal Arrangements PBS,128233,5234762
1206,2015,April,VIC,Sensory Organs,Normal Arrangements RPBS,8536,573680
1207,2015,April,VIC,Various +,Normal Arrangements PBS,8969,1433707
1208,2015,April,VIC,Various +,Special Arrangements PBS,271,358275
1209,2015,April,VIC,Various +,Normal Arrangements RPBS,527,38561
1210,2015,April,VIC,Various +,Special Arrangements RPBS,4,13103
1211,2015,April,VIC,Other ++,Normal Arrangements PBS,2837,65971
1212,2015,April,VIC,Other ++,Normal Arrangements RPBS,12789,305133
1213,2015,April,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,336467,10145426
1214,2015,April,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,341,5277
1215,2015,April,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,23519,492595
1216,2015,April,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,105323,3933762
1217,2015,April,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,979,1058485
1218,2015,April,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,9438,285018
1219,2015,April,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,85,84130
1220,2015,April,QLD,Cardiovascular System,Normal Arrangements PBS,725377,12186967
1221,2015,April,QLD,Cardiovascular System,Special Arrangements PBS,170,511534
1222,2015,April,QLD,Cardiovascular System,Normal Arrangements RPBS,44983,677625
1223,2015,April,QLD,Cardiovascular System,Special Arrangements RPBS,14,41196
1224,2015,April,QLD,Dermatologicals,Normal Arrangements PBS,26895,547479
1225,2015,April,QLD,Dermatologicals,Normal Arrangements RPBS,2661,49773
1226,2015,April,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,41008,2006496
1227,2015,April,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2747,148290
1228,2015,April,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,37820,642811
1229,2015,April,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,158,337004
1230,2015,April,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1812,25383
1231,2015,April,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,10,20791
1232,2015,April,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,164817,3250911
1233,2015,April,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1534,1781929
1234,2015,April,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,7279,86090
1235,2015,April,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,19,19449
1236,2015,April,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,34819,24358292
1237,2015,April,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,2701,4742706
1238,2015,April,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1112,722852
1239,2015,April,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,57,156062
1240,2015,April,QLD,Musculo-Skeletal System,Normal Arrangements PBS,94157,3024902
1241,2015,April,QLD,Musculo-Skeletal System,Special Arrangements PBS,730,281670
1242,2015,April,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,5865,190246
1243,2015,April,QLD,Musculo-Skeletal System,Special Arrangements RPBS,32,12157
1244,2015,April,QLD,Nervous System,Normal Arrangements PBS,586488,15140740
1245,2015,April,QLD,Nervous System,Special Arrangements PBS,2284,228467
1246,2015,April,QLD,Nervous System,Normal Arrangements RPBS,36099,706144
1247,2015,April,QLD,Nervous System,Special Arrangements RPBS,2,274
1248,2015,April,QLD,Anti-Parasitic Products,Normal Arrangements PBS,1251,23927
1249,2015,April,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,35,522
1250,2015,April,QLD,Respiratory System,Normal Arrangements PBS,121010,5780617
1251,2015,April,QLD,Respiratory System,Special Arrangements PBS,77,171621
1252,2015,April,QLD,Respiratory System,Normal Arrangements RPBS,6816,329979
1253,2015,April,QLD,Sensory Organs,Normal Arrangements PBS,88045,6348999
1254,2015,April,QLD,Sensory Organs,Normal Arrangements RPBS,8488,933904
1255,2015,April,QLD,Various +,Normal Arrangements PBS,4467,687892
1256,2015,April,QLD,Various +,Special Arrangements PBS,167,227694
1257,2015,April,QLD,Various +,Normal Arrangements RPBS,688,47114
1258,2015,April,QLD,Various +,Special Arrangements RPBS,7,12263
1259,2015,April,QLD,Other ++,Normal Arrangements PBS,1716,18417
1260,2015,April,QLD,Other ++,Normal Arrangements RPBS,16040,400020
1261,2015,April,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,162997,4660316
1262,2015,April,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,398,11238
1263,2015,April,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,8186,152521
1264,2015,April,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,3,85
1265,2015,April,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,53272,1799584
1266,2015,April,SA,Blood and Blood Forming Organs,Special Arrangements PBS,624,824055
1267,2015,April,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,3489,84543
1268,2015,April,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,20,22915
1269,2015,April,SA,Cardiovascular System,Normal Arrangements PBS,368677,6056504
1270,2015,April,SA,Cardiovascular System,Special Arrangements PBS,106,302135
1271,2015,April,SA,Cardiovascular System,Normal Arrangements RPBS,16028,230899
1272,2015,April,SA,Cardiovascular System,Special Arrangements RPBS,3,8751
1273,2015,April,SA,Dermatologicals,Normal Arrangements PBS,13704,262396
1274,2015,April,SA,Dermatologicals,Normal Arrangements RPBS,815,14368
1275,2015,April,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,22067,790827
1276,2015,April,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,881,41391
1277,2015,April,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,17017,294825
1278,2015,April,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,120,309873
1279,2015,April,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,609,8210
1280,2015,April,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,3,5521
1281,2015,April,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,62099,1447286
1282,2015,April,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1119,1188306
1283,2015,April,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2175,21495
1284,2015,April,SA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,858
1285,2015,April,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,16724,12414332
1286,2015,April,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1550,3099577
1287,2015,April,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,361,224079
1288,2015,April,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,18,53188
1289,2015,April,SA,Musculo-Skeletal System,Normal Arrangements PBS,43224,1365070
1290,2015,April,SA,Musculo-Skeletal System,Special Arrangements PBS,250,88603
1291,2015,April,SA,Musculo-Skeletal System,Normal Arrangements RPBS,1895,65387
1292,2015,April,SA,Musculo-Skeletal System,Special Arrangements RPBS,8,2663
1293,2015,April,SA,Nervous System,Normal Arrangements PBS,273069,6964894
1294,2015,April,SA,Nervous System,Special Arrangements PBS,1326,188714
1295,2015,April,SA,Nervous System,Normal Arrangements RPBS,12378,222778
1296,2015,April,SA,Nervous System,Special Arrangements RPBS,4,7343
1297,2015,April,SA,Anti-Parasitic Products,Normal Arrangements PBS,338,5461
1298,2015,April,SA,Anti-Parasitic Products,Normal Arrangements RPBS,12,170
1299,2015,April,SA,Respiratory System,Normal Arrangements PBS,56843,2545041
1300,2015,April,SA,Respiratory System,Special Arrangements PBS,59,118536
1301,2015,April,SA,Respiratory System,Normal Arrangements RPBS,2194,95836
1302,2015,April,SA,Sensory Organs,Normal Arrangements PBS,36199,1831405
1303,2015,April,SA,Sensory Organs,Normal Arrangements RPBS,2766,169917
1304,2015,April,SA,Various +,Normal Arrangements PBS,1686,265642
1305,2015,April,SA,Various +,Special Arrangements PBS,94,179308
1306,2015,April,SA,Various +,Normal Arrangements RPBS,97,9304
1307,2015,April,SA,Various +,Special Arrangements RPBS,5,7551
1308,2015,April,SA,Other ++,Normal Arrangements PBS,431,5492
1309,2015,April,SA,Other ++,Normal Arrangements RPBS,3922,80939
1310,2015,April,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,174531,5169967
1311,2015,April,WA,Alimentary Tract and Metabolism,Special Arrangements PBS,362,9971
1312,2015,April,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,9151,174352
1313,2015,April,WA,Alimentary Tract and Metabolism,Special Arrangements RPBS,1,28
1314,2015,April,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,55755,2320093
1315,2015,April,WA,Blood and Blood Forming Organs,Special Arrangements PBS,686,874542
1316,2015,April,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,3510,103685
1317,2015,April,WA,Blood and Blood Forming Organs,Special Arrangements RPBS,33,36496
1318,2015,April,WA,Cardiovascular System,Normal Arrangements PBS,373900,6140769
1319,2015,April,WA,Cardiovascular System,Special Arrangements PBS,96,234599
1320,2015,April,WA,Cardiovascular System,Normal Arrangements RPBS,17428,256248
1321,2015,April,WA,Cardiovascular System,Special Arrangements RPBS,3,4488
1322,2015,April,WA,Dermatologicals,Normal Arrangements PBS,15384,338883
1323,2015,April,WA,Dermatologicals,Normal Arrangements RPBS,1019,19474
1324,2015,April,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,21414,968941
1325,2015,April,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1252,70448
1326,2015,April,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,17889,326683
1327,2015,April,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,195,400029
1328,2015,April,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,659,10647
1329,2015,April,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,5,10758
1330,2015,April,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,69740,1581834
1331,2015,April,WA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,817,774685
1332,2015,April,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2617,24350
1333,2015,April,WA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,9,8232
1334,2015,April,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,23138,18675358
1335,2015,April,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,2764,4050837
1336,2015,April,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,515,349564
1337,2015,April,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,23,38390
1338,2015,April,WA,Musculo-Skeletal System,Normal Arrangements PBS,45768,1482891
1339,2015,April,WA,Musculo-Skeletal System,Special Arrangements PBS,266,121016
1340,2015,April,WA,Musculo-Skeletal System,Normal Arrangements RPBS,2197,70267
1341,2015,April,WA,Musculo-Skeletal System,Special Arrangements RPBS,10,4344
1342,2015,April,WA,Nervous System,Normal Arrangements PBS,297846,8011729
1343,2015,April,WA,Nervous System,Special Arrangements PBS,1139,99751
1344,2015,April,WA,Nervous System,Normal Arrangements RPBS,13288,234515
1345,2015,April,WA,Nervous System,Special Arrangements RPBS,2,7035
1346,2015,April,WA,Anti-Parasitic Products,Normal Arrangements PBS,505,10981
1347,2015,April,WA,Anti-Parasitic Products,Normal Arrangements RPBS,25,363
1348,2015,April,WA,Respiratory System,Normal Arrangements PBS,55278,2454603
1349,2015,April,WA,Respiratory System,Special Arrangements PBS,27,45445
1350,2015,April,WA,Respiratory System,Normal Arrangements RPBS,2119,97437
1351,2015,April,WA,Sensory Organs,Normal Arrangements PBS,43962,3141769
1352,2015,April,WA,Sensory Organs,Normal Arrangements RPBS,3175,297792
1353,2015,April,WA,Various +,Normal Arrangements PBS,1532,264815
1354,2015,April,WA,Various +,Special Arrangements PBS,98,135807
1355,2015,April,WA,Various +,Normal Arrangements RPBS,96,6375
1356,2015,April,WA,Various +,Special Arrangements RPBS,1,948
1357,2015,April,WA,Other ++,Normal Arrangements PBS,603,7126
1358,2015,April,WA,Other ++,Normal Arrangements RPBS,5463,131353
1359,2015,April,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,66109,1891501
1360,2015,April,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,3882,75229
1361,2015,April,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,16870,622938
1362,2015,April,TAS,Blood and Blood Forming Organs,Special Arrangements PBS,105,154200
1363,2015,April,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,1412,36391
1364,2015,April,TAS,Blood and Blood Forming Organs,Special Arrangements RPBS,3,5816
1365,2015,April,TAS,Cardiovascular System,Normal Arrangements PBS,142151,2373626
1366,2015,April,TAS,Cardiovascular System,Special Arrangements PBS,71,202015
1367,2015,April,TAS,Cardiovascular System,Normal Arrangements RPBS,7518,103147
1368,2015,April,TAS,Cardiovascular System,Special Arrangements RPBS,3,8751
1369,2015,April,TAS,Dermatologicals,Normal Arrangements PBS,5716,118900
1370,2015,April,TAS,Dermatologicals,Normal Arrangements RPBS,399,6566
1371,2015,April,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,7843,266183
1372,2015,April,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,303,14152
